Make,Model,Broad.phase.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Event.Year
Beech,BE58P,Landing,3.0,0.0,0.0,0.0,2006
Cessna,P210N,Cruise,1.0,1.0,0.0,0.0,2006
Cessna,172F,Maneuvering,0.0,3.0,0.0,0.0,2006
Cessna,150F,Landing,0.0,0.0,1.0,0.0,2006
Cessna,208,Takeoff,0.0,0.0,0.0,6.0,2006
Piper,PA-28R-201,Maneuvering,1.0,1.0,0.0,0.0,2006
Bell,206B,Cruise,0.0,0.0,0.0,5.0,2006
Piper,PA-12,Landing,0.0,0.0,1.0,1.0,2006
Cessna,207A,,2.0,0.0,0.0,0.0,2006
Piper,PA-32-300,Takeoff,0.0,7.0,0.0,0.0,2006
Cessna,T206H,Climb,0.0,0.0,0.0,3.0,2006
Md Helicopter,MD-600N,,3.0,1.0,0.0,0.0,2006
Cirrus Design Corp.,SR20,Cruise,2.0,0.0,0.0,0.0,2006
Piper,PA-18,Maneuvering,0.0,0.0,0.0,2.0,2006
Beech,BE-95-B55,Cruise,1.0,0.0,0.0,0.0,2006
Cessna,T182T,Landing,0.0,0.0,0.0,1.0,2006
Robinson,R22 BETA,Cruise,0.0,0.0,0.0,1.0,2006
Piper,PA-46-310P,Cruise,0.0,0.0,0.0,1.0,2006
Bell,206L,,1.0,0.0,0.0,0.0,2006
Bell,UH-1H,Cruise,0.0,1.0,1.0,0.0,2006
Piper,PA-46-500TP,Landing,0.0,0.0,0.0,1.0,2006
Grob,G 180,,1.0,0.0,0.0,0.0,2006
Cessna,C-425,Taxi,0.0,0.0,0.0,2.0,2006
Cessna,310Q,Approach,3.0,0.0,0.0,0.0,2006
Piper,PA-31T1,Landing,0.0,0.0,0.0,3.0,2006
Beech,A36,Approach,1.0,3.0,0.0,0.0,2006
Cessna,T210N,Approach,1.0,0.0,0.0,0.0,2006
Fairchild Merlin,SA-226-T,Landing,0.0,0.0,0.0,9.0,2007
American Champion (acac),8GCBC,Landing,0.0,0.0,0.0,1.0,2007
Cessna,182P,Approach,3.0,0.0,0.0,0.0,2007
"Smith, Ted Aerostar",601P,Landing,0.0,0.0,0.0,1.0,2007
Cessna,310Q,Approach,0.0,0.0,0.0,1.0,2007
Cessna,414A,Approach,0.0,0.0,0.0,1.0,2007
Raytheon Aircraft Company,B200,Cruise,0.0,0.0,0.0,2.0,2007
Mcdonnell Douglas,600N,Cruise,0.0,0.0,0.0,2.0,2007
Columbia Aircraft,LC41-550FG,Cruise,0.0,0.0,0.0,1.0,2007
Cessna,340A,Approach,4.0,0.0,0.0,0.0,2007
Piper,PA-31-350,Cruise,0.0,1.0,0.0,0.0,2007
Robinson,R22 Beta,Maneuvering,0.0,0.0,0.0,1.0,2007
Beech,BE-90,Cruise,0.0,0.0,0.0,3.0,2007
Swearingen,SA-226T,Landing,0.0,0.0,0.0,7.0,2007
Piper,PA-46-310P,Cruise,2.0,0.0,0.0,0.0,2007
Swearingen,SA-226T,Takeoff,0.0,0.0,0.0,5.0,2007
Maule,MT-7-235,Landing,0.0,0.0,0.0,1.0,2007
Cessna,U206-C,Landing,0.0,0.0,0.0,2.0,2007
Cessna,210,,1.0,0.0,0.0,0.0,2007
Walker,Zenith Zodiac 601 XL,Maneuvering,1.0,0.0,0.0,0.0,2007
Piper,PA-28-180,Landing,0.0,0.0,0.0,1.0,2007
Dassault-breguet,Mystere Falcon 20-F5,,0.0,0.0,0.0,7.0,2007
Gulfstream Aerospace,G-V,,0.0,0.0,0.0,9.0,2007
Learjet,36,Takeoff,0.0,0.0,0.0,2.0,2007
Raytheon Aircraft Company,A36,Descent,0.0,2.0,2.0,0.0,2007
Cirrus Design Corp.,SR22,Landing,0.0,0.0,0.0,3.0,2007
Cessna,T210N,Landing,0.0,0.0,0.0,2.0,2007
Aerostar International,S81A,Landing,0.0,1.0,0.0,12.0,2007
Piper,PA-34-220T,Landing,0.0,0.0,2.0,0.0,2007
Cessna,182P,Landing,0.0,0.0,0.0,2.0,2007
Beech,65-A90,Landing,0.0,0.0,0.0,3.0,2007
Rockwell,500S,,2.0,0.0,0.0,0.0,2007
Bell,206B,Takeoff,0.0,0.0,2.0,2.0,2007
Piper,PA-18,Approach,0.0,0.0,0.0,1.0,2007
Cessna,206,,3.0,0.0,0.0,0.0,2007
Mooney,M20R,Landing,0.0,0.0,0.0,2.0,2007
Piper,PA28-140,Landing,0.0,0.0,0.0,1.0,2007
Piper,PA-32R-301T,Descent,0.0,0.0,0.0,1.0,2007
Navion,NAVION H,Landing,0.0,0.0,0.0,1.0,2007
Bell,206B3,Descent,0.0,0.0,0.0,4.0,2007
Rogerson Hiller Corp.,RH-1100,Landing,0.0,0.0,1.0,2.0,2007
Robinson Helicopter,R22 BETA,Climb,0.0,1.0,1.0,0.0,2007
Maule,M-4-220C,Takeoff,0.0,0.0,1.0,0.0,2007
Aerostar,S81A,Landing,0.0,1.0,0.0,4.0,2007
Beech,C90A,Cruise,0.0,0.0,0.0,8.0,2007
Piper,PA-46-310P,Landing,0.0,0.0,0.0,3.0,2007
Cessna,C 525,Takeoff,0.0,0.0,0.0,5.0,2007
Hawker-beechcraft,BE-200,,7.0,0.0,0.0,0.0,2007
Learjet,35A,Landing,0.0,0.0,0.0,2.0,2007
Piper,PA-28R-200,Cruise,2.0,0.0,0.0,0.0,2007
Robinson,R-22B,,2.0,0.0,0.0,0.0,2007
Cessna,T210K,Approach,0.0,0.0,0.0,2.0,2007
Raytheon Corporate Jets,Hawker 800XP,Takeoff,0.0,0.0,0.0,8.0,2007
Piper,PA-18-150,Taxi,0.0,0.0,0.0,2.0,2007
Mooney,M20E,Cruise,0.0,0.0,0.0,1.0,2007
Cessna,C208B,Taxi,0.0,0.0,0.0,2.0,2007
Cessna,340,Approach,3.0,0.0,0.0,0.0,2007
Gulfstream Aerospace,G-IV,Landing,0.0,0.0,0.0,8.0,2007
Piper,PA-28R-200,Cruise,1.0,0.0,0.0,0.0,2007
Piaggio Aero Industries S.p.a.,Avanti P-180,Landing,0.0,0.0,0.0,2.0,2007
Cessna,208B,,0.0,0.0,0.0,2.0,2007
Beech,A36,,0.0,0.0,0.0,3.0,2008
Robinson,R44 II,,0.0,1.0,0.0,3.0,2008
Beech,58P,,0.0,0.0,0.0,2.0,2008
Cessna,P210N,,0.0,0.0,0.0,1.0,2008
BEECHCRAFT,390,,0.0,0.0,0.0,2.0,2008
Beech,A36,,2.0,0.0,0.0,0.0,2008
Cessna,525B,,0.0,0.0,0.0,2.0,2008
Piper,PA32,,0.0,0.0,0.0,2.0,2008
Piper,PA-46-350P,,5.0,0.0,0.0,0.0,2008
Beech,95-B55,,2.0,0.0,0.0,0.0,2008
Piper,PA-28-180,,0.0,0.0,0.0,2.0,2008
Cessna,180,,0.0,0.0,0.0,3.0,2008
Cessna,T210N,,0.0,0.0,0.0,3.0,2008
Cessna,172M,,0.0,0.0,0.0,4.0,2008
Robinson Helicopter,R22 MARINE,,0.0,0.0,0.0,2.0,2008
Eclipse Aviation Corporation,EA500,,0.0,0.0,0.0,4.0,2008
MKII Corporation,Lancair Legacy 2000,,0.0,0.0,0.0,2.0,2008
Piper Cub Crafters,PA-18-150,,0.0,0.0,0.0,2.0,2008
Taylorcraft Aviation,F19,,0.0,1.0,0.0,0.0,2008
Cessna,T206H,,0.0,0.0,0.0,1.0,2008
Smith,Aerostar 601P,,0.0,4.0,0.0,0.0,2008
Enstrom,F28F,,0.0,0.0,0.0,1.0,2008
RAYTHEON COMPANY,COBRA,,0.0,0.0,0.0,1.0,2008
Morane-saulnier,MS-760/B,,0.0,0.0,0.0,1.0,2008
Beech,58TC,,1.0,0.0,0.0,0.0,2008
Raytheon Aircraft Company,C90A,,0.0,0.0,0.0,1.0,2008
Cessna,441,,0.0,0.0,0.0,4.0,2008
Cessna,172,,0.0,0.0,2.0,0.0,2008
Cessna,T210N,,0.0,0.0,0.0,2.0,2008
Cessna,421,,2.0,0.0,0.0,0.0,2008
Cessna,310,,5.0,0.0,0.0,0.0,2008
Cessna,421C,,0.0,0.0,0.0,5.0,2008
Piper,PA-22-135,,0.0,0.0,0.0,1.0,2008
Cessna,177RG,,1.0,0.0,0.0,0.0,2008
De Havilland,DHC-8-311,,0.0,0.0,0.0,38.0,2008
Mooney,M20R,,0.0,0.0,0.0,1.0,2008
Beech,E35,,0.0,0.0,0.0,1.0,2008
Beech,95-B55 (T4,,3.0,0.0,0.0,0.0,2008
Bell,206,,3.0,0.0,0.0,0.0,2008
Hughes,369HS,,0.0,0.0,0.0,1.0,2008
Beech,C90,,1.0,0.0,0.0,0.0,2008
Cessna,210,,0.0,0.0,0.0,1.0,2008
Socata,TBM 700,,0.0,0.0,0.0,4.0,2008
Agusta,AW-139,,0.0,0.0,0.0,0.0,2008
Cessna,205,,2.0,0.0,0.0,0.0,2009
Dassault,Falcon,,2.0,0.0,1.0,0.0,2009
Robinson,R44,,3.0,0.0,0.0,0.0,2009
Robinson Helicopter,R22,,0.0,0.0,0.0,2.0,2009
Cirrus Design Corp.,SR22,,2.0,0.0,0.0,0.0,2009
Cessna,340,,3.0,0.0,1.0,0.0,2009
Cessna,185E,,0.0,0.0,0.0,1.0,2009
Cessna,A188B,,0.0,0.0,0.0,1.0,2009
Hubbell,Prescott Pusher,,0.0,0.0,0.0,1.0,2009
Cessna,T210L,,0.0,0.0,0.0,1.0,2009
Robinson Helicopter,R44,,4.0,0.0,0.0,0.0,2009
Cessna,175,,0.0,0.0,0.0,1.0,2009
Cessna,421,,0.0,0.0,0.0,1.0,2009
Beech,F90,,3.0,0.0,0.0,0.0,2009
Beech,A36,,1.0,0.0,0.0,0.0,2009
Dassault Falcon,20C,,0.0,0.0,0.0,7.0,2010
Beech,B200,,0.0,0.0,0.0,4.0,2010
Smith,AEROSTAR 601P,,2.0,0.0,0.0,0.0,2010
Piper,PA-31T,,1.0,0.0,0.0,0.0,2010
Piper,PA-30,,2.0,0.0,0.0,0.0,2010
Cessna,P210N,,0.0,0.0,0.0,1.0,2010
Cessna,421,,3.0,0.0,0.0,0.0,2010
Cessna,421B,,0.0,0.0,0.0,2.0,2010
Cirrus Design Corp.,SR22,,1.0,0.0,1.0,0.0,2010
Piper,PA-22-150,,0.0,0.0,0.0,2.0,2010
Cessna,182F,,0.0,0.0,0.0,1.0,2010
Mitsubishi,MU-2B-26A,,0.0,1.0,0.0,0.0,2010
Piper,PA 46-350P,,0.0,0.0,0.0,2.0,2010
Piper,PA 46-350P,,0.0,0.0,0.0,1.0,2010
Beech,A36TC,,0.0,2.0,0.0,0.0,2010
Piper,PA-18-150,,0.0,0.0,0.0,2.0,2010
Robinson Helicopter,R44,,0.0,0.0,0.0,2.0,2010
Robinson,R44,,4.0,0.0,0.0,0.0,2010
Cessna,U206F,,1.0,0.0,4.0,0.0,2010
Cessna,525,,0.0,0.0,0.0,2.0,2010
PRIDMORE,LANCAIR IV,,0.0,0.0,0.0,1.0,2010
Cessna,421,,3.0,0.0,0.0,0.0,2010
Cessna,A185F,,0.0,0.0,0.0,1.0,2010
Hawker-beechcraft,390,,0.0,0.0,2.0,0.0,2010
BELL HELICOPTER TEXTRON CANADA,206B,,1.0,0.0,0.0,1.0,2010
Cessna,414,,0.0,0.0,0.0,5.0,2010
Cessna,182C,,1.0,0.0,0.0,0.0,2010
Cessna,182T,,1.0,0.0,1.0,0.0,2010
Piper,PA46-310P,,0.0,0.0,0.0,1.0,2010
Mooney,M20J,,0.0,0.0,0.0,1.0,2010
Robinson Helicopter,R44 II,,0.0,1.0,0.0,0.0,2010
Piper,PA-46-350P,,0.0,0.0,0.0,5.0,2010
Cessna,680,,0.0,0.0,0.0,8.0,2010
Cessna,182P,,0.0,1.0,0.0,1.0,2010
HAWKER,MK-20 Sea Fury,,0.0,0.0,0.0,1.0,2010
Agusta,A109,,3.0,0.0,0.0,0.0,2010
Cessna,340A,,3.0,0.0,0.0,0.0,2010
Siai-marchetti,S.205/22R,,0.0,0.0,1.0,0.0,2010
Bell,412EP,,3.0,0.0,0.0,0.0,2010
Cessna,T182T,,0.0,2.0,0.0,0.0,2010
Beech,A36,,0.0,0.0,0.0,3.0,2011
Bell,206,,4.0,0.0,0.0,0.0,2011
Piper,PA-32R-301,,0.0,0.0,0.0,3.0,2011
Grumman,G21,,4.0,0.0,0.0,0.0,2011
Lancair,LC41-550FG,,0.0,0.0,0.0,1.0,2011
BOMBARDIER INC,BD-100-1A10,,0.0,0.0,0.0,3.0,2011
Hiller,UH-12D,,0.0,0.0,0.0,2.0,2011
Dassault-breguet,Falcon 10,,0.0,0.0,0.0,3.0,2011
Cessna,425,,0.0,4.0,0.0,3.0,2011
Beech,F33A,,0.0,0.0,0.0,1.0,2011
Socata,TBM-850,,0.0,0.0,1.0,3.0,2011
Piper,PA-24-250,,0.0,0.0,0.0,1.0,2011
Cessna,172R,,4.0,0.0,0.0,0.0,2011
American Blimp Corp.,A60PLUS,,1.0,0.0,0.0,3.0,2011
Cessna,525A,,0.0,0.0,0.0,5.0,2011
De Havilland,BEAVER DHC-2 MK.3,,0.0,0.0,0.0,1.0,2011
Cessna,P210R,,0.0,0.0,1.0,0.0,2011
Cessna,680,,0.0,0.0,0.0,3.0,2011
Stinson,108-2,,0.0,2.0,0.0,0.0,2011
Cessna,560 - XL,,0.0,0.0,0.0,0.0,2011
Beech,95-B55 (T42A),,0.0,0.0,0.0,3.0,2011
Cessna,T210L,,0.0,0.0,0.0,1.0,2011
Siai-marchetti,F.260,,0.0,4.0,0.0,0.0,2011
Piper,PA-18-135,,0.0,1.0,0.0,0.0,2011
Cessna,180A,,0.0,0.0,0.0,4.0,2011
Piper,PA-18-150,,0.0,0.0,0.0,2.0,2011
Cirrus Design Corp.,SR22,,1.0,0.0,0.0,0.0,2011
LUDWIG LARRY E,BUSHMAN,,0.0,1.0,0.0,0.0,2011
Bell,412,,0.0,5.0,1.0,0.0,2011
Piper,PA46R,,0.0,1.0,0.0,0.0,2011
Cessna,550,,0.0,0.0,0.0,5.0,2011
Beech,95-B55 (T42A),,0.0,2.0,0.0,0.0,2011
Beech,95-C55,,0.0,0.0,4.0,0.0,2011
Piper,PA-22,,0.0,0.0,0.0,1.0,2011
Cirrus Design Corp.,SR22,,1.0,0.0,1.0,0.0,2011
Beech,J35,,0.0,0.0,0.0,1.0,2011
Cessna,R172E,,0.0,1.0,0.0,0.0,2012
Bell,AH-1F,,0.0,2.0,0.0,0.0,2012
Cessna,750,,5.0,0.0,0.0,0.0,2012
Gulfstream Aerospace,GV SP (G550),,0.0,0.0,0.0,0.0,2012
Cessna,U206G,,0.0,0.0,0.0,2.0,2012
Bell,206L-3,,0.0,0.0,0.0,1.0,2012
Piper,PA-28-151,,0.0,2.0,0.0,0.0,2012
Sikorsky,S-76B,,0.0,0.0,0.0,7.0,2012
RICE LEO B,KITFOX SERIES 5,,0.0,0.0,0.0,1.0,2012
Hughes,269C,,0.0,1.0,1.0,0.0,2012
Piper,PA42,,4.0,0.0,0.0,0.0,2012
AERO VODOCHODY,L-39,,2.0,0.0,0.0,0.0,2012
Piper,PA-46-310P,,0.0,0.0,0.0,1.0,2012
Bellanca,7KCAB,,0.0,0.0,0.0,1.0,2012
Piper,PA-46,,0.0,0.0,0.0,1.0,2012
Bell,206L-3,,0.0,0.0,0.0,4.0,2012
Cirrus Design Corp.,SR-22,,0.0,0.0,0.0,4.0,2012
Beech,H35,,0.0,0.0,1.0,0.0,2012
Bellanca,7GCBC,,1.0,0.0,0.0,0.0,2012
Bell,407,,0.0,1.0,0.0,3.0,2012
Beech,A36TC,,2.0,0.0,0.0,0.0,2012
Piper,PA-24-260,,0.0,1.0,2.0,0.0,2012
Cessna,421B,,0.0,0.0,2.0,0.0,2012
SCHOEPFLIN,DA-4-550,,1.0,0.0,0.0,0.0,2012
Aerospatiale,AS 355F1,,1.0,0.0,0.0,0.0,2012
Cessna,182A,,0.0,0.0,0.0,2.0,2012
Cirrus Design Corp.,SR20,,0.0,0.0,0.0,1.0,2012
Cirrus Design Corp.,SR22,,2.0,0.0,0.0,0.0,2012
Robinson Helicopter,R22 BETA,,0.0,0.0,0.0,2.0,2012
Piper,PA-23-250,,3.0,0.0,1.0,0.0,2012
GRUMMAN AIRCRAFT ENG CORP,C-1A,,1.0,0.0,0.0,0.0,2012
Beech,A36,,0.0,0.0,1.0,0.0,2012
Robinson Helicopter,R22 MARINER,,0.0,2.0,0.0,0.0,2012
Cessna,210L,,0.0,3.0,0.0,0.0,2012
Beech,35B33,,0.0,1.0,0.0,0.0,2012
Cessna,421C,,1.0,0.0,0.0,0.0,2012
Robinson Helicopter,R44 II,,0.0,2.0,1.0,0.0,2012
DIAMOND AIRCRAFT IND INC,DA 40,,1.0,0.0,0.0,0.0,2012
Beech,B100,,2.0,0.0,0.0,0.0,2012
Hughes,369D,,0.0,1.0,0.0,0.0,2013
Raytheon Aircraft Company,58,,4.0,0.0,0.0,0.0,2013
Cirrus Design Corporation,SR22,,0.0,1.0,0.0,2.0,2013
Cessna,172N,,0.0,2.0,1.0,0.0,2013
Robinson Helicopter,R44 II,,0.0,0.0,0.0,1.0,2013
Cessna,T206H,,0.0,0.0,0.0,1.0,2013
Beech,A60,,0.0,0.0,0.0,1.0,2013
Cessna,172P,,0.0,0.0,0.0,4.0,2013
Maule,MXT-7-180,,1.0,0.0,0.0,0.0,2013
Piper,PA 46-350P,,0.0,0.0,0.0,4.0,2013
Piper,PA23-250,,0.0,0.0,0.0,6.0,2013
NEW PIPER AIRCRAFT INC,PA32-301FT,,0.0,0.0,2.0,0.0,2013
HAWKER BEECHCRAFT CORPORATION,390,,2.0,0.0,2.0,0.0,2013
Eurocopter,AS350B3,,0.0,0.0,0.0,1.0,2013
PIAGGIO,P180,,0.0,0.0,0.0,6.0,2013
Raytheon Aircraft Company,G36,,0.0,0.0,0.0,3.0,2013
Air Tractor,AT-302,,0.0,0.0,0.0,1.0,2013
Cessna,T188C,,0.0,0.0,0.0,1.0,2013
Stinson,108-3,,0.0,1.0,0.0,0.0,2013
ULTRAMAGIC SA,T210,,0.0,2.0,0.0,10.0,2013
ULTRAMAGIC SA,M-105,,0.0,1.0,0.0,5.0,2013
Bell,212,,2.0,0.0,0.0,0.0,2013
Aero Commander,685,,0.0,0.0,3.0,0.0,2013
Bell,206B,,0.0,0.0,1.0,0.0,2013
Gulfstream,GIV - UNDESIGNAT,,0.0,0.0,0.0,0.0,2013
Beech,E35,,1.0,0.0,1.0,0.0,2013
Cessna,185,,0.0,0.0,0.0,4.0,2013
Cessna,421C,,1.0,0.0,0.0,0.0,2013
Cessna,180 - B,,0.0,0.0,0.0,1.0,2013
Beech,C90 - A,,0.0,2.0,1.0,0.0,2013
Cirrus Design Corp.,SR22,,0.0,1.0,0.0,2.0,2013
Cessna,421 - C,,4.0,0.0,0.0,0.0,2013
Piper,PA 46 350P,,0.0,0.0,0.0,1.0,2013
Robinson,R44 - II,,0.0,0.0,0.0,2.0,2013
Cessna,500,,2.0,0.0,0.0,0.0,2013
Cessna,177,,1.0,0.0,0.0,0.0,2013
YUNEEC,YUNEEC,,0.0,0.0,0.0,2.0,2013
Bell,206B,,0.0,0.0,0.0,1.0,2013
Robinson,R66,,1.0,0.0,0.0,0.0,2013
MCDONNELL DOUGLAS HELICOPTER,369E,,0.0,0.0,0.0,1.0,2013
Piper,PA 24-250,,3.0,0.0,0.0,0.0,2013
Raytheon,G36,,1.0,0.0,0.0,0.0,2013
Bell,430,,0.0,0.0,0.0,2.0,2014
Bell,47D1,,0.0,2.0,0.0,0.0,2014
Cessna,414A,,0.0,0.0,0.0,3.0,2014
PIAGGIO,P180 - AVANTI II,,0.0,0.0,0.0,5.0,2014
Cessna,525,,0.0,0.0,0.0,7.0,2014
Piper,PA 46-350P,,0.0,0.0,0.0,2.0,2014
Cessna,T210N,,2.0,0.0,0.0,0.0,2014
Cessna,T207A,,0.0,0.0,0.0,2.0,2014
Cessna,421A,,0.0,0.0,0.0,4.0,2014
FOUND ACFT CANADA INC,FBA 2C2,,0.0,0.0,0.0,3.0,2014
Cameron Balloons,Z-225,,1.0,0.0,0.0,10.0,2014
Cessna,414,,0.0,5.0,0.0,1.0,2014
De Havilland,DHC 2,,0.0,0.0,0.0,1.0,2014
Robinson Helicopter,R44,,0.0,0.0,0.0,2.0,2014
MOONEY AIRPLANE CO INC,M20TN,,0.0,0.0,0.0,1.0,2014
Beech,B100,,0.0,0.0,0.0,1.0,2014
De Havilland,DHC 2,,0.0,0.0,0.0,2.0,2014
De Havilland,BEAVER DHC 2,,0.0,0.0,0.0,7.0,2014
Piper,PA-46-350P,,0.0,2.0,0.0,2.0,2014
Socata,TBM 700,,2.0,0.0,3.0,0.0,2014
Cessna,T206H,,0.0,3.0,0.0,0.0,2014
Cessna,340A,,4.0,0.0,0.0,0.0,2014
Raytheon Aircraft Company,G36,,0.0,2.0,0.0,3.0,2014
Hughes,369D,,0.0,0.0,1.0,0.0,2014
KLAAS DEVELOPMENT INC,LANCAIR IV P,,1.0,0.0,0.0,0.0,2014
Piper,PA 18-150,,0.0,0.0,0.0,2.0,2014
Raytheon Aircraft Company,HAWKER,,0.0,0.0,0.0,3.0,2014
Robinson Helicopter,R44,,0.0,0.0,0.0,2.0,2014
Cessna,401A,,0.0,0.0,3.0,0.0,2014
Piper,PA-46-310P,,0.0,0.0,0.0,1.0,2014
Cessna,P210 - N,,0.0,2.0,0.0,1.0,2014
NEW PIPER AIRCRAFT INC,PA 32R-301T,,0.0,2.0,2.0,0.0,2014
Piper,PA-34-200T,,1.0,0.0,0.0,0.0,2014
BURTON,CALIDUS,,0.0,1.0,1.0,0.0,2015
Flight Design,CTLS,,0.0,0.0,0.0,2.0,2015
Piper,PA 46-350P,,0.0,0.0,0.0,2.0,2015
Piper,PA 32RT-300T,,0.0,0.0,0.0,2.0,2015
Beech,58,,0.0,0.0,0.0,4.0,2015
G-DAWG LLC,JUST ACFT HIGHLANDER,,0.0,0.0,2.0,0.0,2015
Cessna,177B,,0.0,0.0,0.0,2.0,2015
Bellanca,7GCBC,,1.0,0.0,0.0,0.0,2015
Cessna,T206H,,0.0,1.0,0.0,0.0,2015
Cessna,U206G,,0.0,1.0,0.0,2.0,2015
Raytheon Corporate Jets,BAE 125 800,,0.0,0.0,0.0,5.0,2015
BALONY KUBICEK SPOL,BB60Z,,0.0,6.0,2.0,0.0,2015
Cirrus Design Corp.,SR22,,0.0,2.0,0.0,0.0,2015
Cessna,R172K,,0.0,0.0,0.0,2.0,2015
Cessna,U206F,,0.0,0.0,0.0,1.0,2015
Aero Commander,100,,0.0,1.0,1.0,0.0,2015
Israel Aircraft Industries,1125 WESTWIND ASTRA,,0.0,0.0,0.0,7.0,2015
Cessna,182F,,2.0,0.0,0.0,0.0,2015
Robinson Helicopter,R44 II,,0.0,0.0,2.0,0.0,2015
Piper,PA44,,1.0,0.0,0.0,0.0,2015
Robinson,R44 II,,0.0,3.0,3.0,0.0,2015
Beech,C90,,0.0,0.0,0.0,5.0,2015
De Havilland,BEAVER DHC 2 MK.1,,0.0,0.0,0.0,1.0,2015
MOONEY AIRPLANE CO INC,M20TN,,0.0,0.0,0.0,2.0,2015
Cessna,421B,,0.0,2.0,0.0,0.0,2015
Cessna,305F,,0.0,0.0,0.0,1.0,2015
Cessna,152,,2.0,0.0,0.0,0.0,2015
Robinson Helicopter,R44 II,,0.0,0.0,0.0,1.0,2015
Cessna,421B,,2.0,0.0,0.0,0.0,2015
Comp Air Inc. (Plambeck),CA8,,0.0,1.0,0.0,0.0,2015
Piper,PA31,,1.0,1.0,0.0,1.0,2015
SCHUMACHER,Lancair Super ES,,3.0,0.0,0.0,0.0,2015
Cessna,P210,,0.0,0.0,0.0,2.0,2015
Cessna,208B,,0.0,0.0,0.0,10.0,2015
Bell,206,,3.0,0.0,0.0,0.0,2015
Beech,V35B,,0.0,0.0,0.0,1.0,2015
Piper,PA 46,,0.0,0.0,0.0,2.0,2015
Socata,TBM700,,0.0,0.0,0.0,2.0,2016
Cessna,340A,,0.0,0.0,0.0,1.0,2016
Pilatus,PC12,,0.0,0.0,0.0,1.0,2016
Aerostar International,RX8,,0.0,0.0,1.0,3.0,2016
Beech,A36,,1.0,0.0,0.0,0.0,2016
Piper,PA 31P,,0.0,0.0,0.0,1.0,2016
Cameron Balloons,Z-150,,0.0,5.0,1.0,0.0,2016
North American,AT 6,,2.0,0.0,0.0,0.0,2016
Robinson Helicopter,R22,,0.0,0.0,0.0,2.0,2016
Cessna,172S,,0.0,0.0,2.0,0.0,2016
Gulfstream,GULFSTREAM150,,0.0,0.0,0.0,5.0,2016
BELL HELICOPTER TEXTRON CANADA,407,,1.0,0.0,0.0,0.0,2016
Cessna,A185,,0.0,0.0,0.0,4.0,2016
BRISTELL,E-LSA,,0.0,0.0,1.0,0.0,2016
KUBICEK,BB85,,16.0,0.0,0.0,0.0,2016
Cessna,U206G,,0.0,0.0,0.0,5.0,2016
Robinson Helicopter,R44 II,,0.0,0.0,0.0,3.0,2016
Cessna,U206,,0.0,0.0,0.0,1.0,2016
Bell,206 L4,,0.0,0.0,0.0,2.0,2016
Hiller,UH 12D,,0.0,1.0,0.0,0.0,2016
STEMME GMBH & CO,S10 VT,,2.0,0.0,0.0,0.0,2016
Beech,A36,,2.0,0.0,0.0,0.0,2016
Air Tractor,AT802,,0.0,0.0,0.0,1.0,2016
Beech,B100,,0.0,0.0,0.0,1.0,2016
Learjet,25,,0.0,0.0,0.0,3.0,2016
Piper,PA 18,,0.0,0.0,0.0,1.0,2016
Cessna,T182,,0.0,0.0,0.0,1.0,2016
Piper,PA18,,0.0,0.0,0.0,2.0,2016
Cessna,525,,0.0,0.0,0.0,6.0,2016
NORTHLAND AVIATION LLC,IVP,,0.0,1.0,0.0,0.0,2016
Cirrus,SR22,,0.0,0.0,0.0,2.0,2016
Cirrus Design Corp.,SR22,,0.0,0.0,0.0,2.0,2016
Curtiss-wright,TRAVEL AIR 4000,,0.0,0.0,0.0,5.0,2016
Cessna,Citation 500,,0.0,0.0,0.0,1.0,2016
Cessna,182T,,0.0,0.0,0.0,1.0,2017
TEXTRON AVIATION INC,525C,,0.0,0.0,1.0,0.0,2017
Robinson Helicopter,R22,,0.0,0.0,0.0,1.0,2017
Mooney,M20C,,0.0,0.0,1.0,0.0,2017
THUNDER & COLT AIRBORNE AMER,AX10 180,,0.0,0.0,0.0,10.0,2017
Socata,TBM700,,0.0,0.0,0.0,1.0,2017
Cirrus Design Corp.,SR22,,0.0,0.0,0.0,3.0,2017
Piper,AEROSTAR 602P,,0.0,0.0,0.0,1.0,2017
Cessna,500,,1.0,0.0,0.0,0.0,2017
ICON AIRCRAFT INC,A5,,0.0,0.0,0.0,2.0,2017
Piper,PA-22-135,,0.0,1.0,0.0,2.0,2017
Piper,PA31T,,4.0,0.0,0.0,0.0,2017
BALONY KUBICEK SPOL,BB70Z,,0.0,0.0,0.0,9.0,2017
ICON AIRCRAFT INC,A5,,2.0,0.0,0.0,0.0,2017
Eurocopter,EC130,,0.0,0.0,0.0,1.0,2017
Cessna,T182,,0.0,0.0,0.0,3.0,2017
Robinson Helicopter,R44 II,,1.0,0.0,0.0,0.0,2017
Robinson Helicopter,R44 II,,0.0,0.0,1.0,3.0,2017
Champion,7ECA,,0.0,0.0,0.0,1.0,2017
Cessna,170,,0.0,0.0,0.0,1.0,2017
Piper,PA31T,,2.0,0.0,0.0,0.0,2017
Evolution 19,Lancair Evolution,,2.0,0.0,0.0,0.0,2017
Columbia Aircraft,LC41 550FG,,0.0,0.0,0.0,4.0,2017
BOYD BRUCE,RV4,,0.0,0.0,0.0,1.0,2017
THRUSH,S2R,,0.0,0.0,0.0,1.0,2017
